URL,URL,UniqueAbbridged,09/27_Sum,10/29_Sum,Total
http://wv00761.build.corp.oncor.com/DMSReports/admin/MigrationProcess/,/admin/MigrationProcess/,/admin/MigrationProcess/,0,0,0
http://wv00761.build.corp.oncor.com/DMSReports/admin/MQ/Status/,/admin/MQ/Status/,/admin/MQ/Status/,0,0,0
http://wv00761.build.corp.oncor.com/DMSReports/admin/RepairCenters/,/admin/RepairCenters/,/admin/RepairCenters/,0,131,1
http://wv00761.build.corp.oncor.com/DMSReports/admin/SupportSchedule/,/admin/SupportSchedule/,/admin/SupportSchedule/,4,2,1
http://wv00761.build.corp.oncor.com/DMSReports/admin/User,/admin/User,/admin/User,0,55,1
http://wv00761.build.corp.oncor.com/DMSReports/admin/User/MakeMeYou,/admin/User/MakeMeYou,/admin/User/MakeMeYou,0,0,0
http://wv00761.build.corp.oncor.com/DMSReports/Corrections/SearchCorrections,/Corrections/SearchCorrections,/Corrections/SearchCorrections,0,12,1
http://wv00761.build.corp.oncor.com/DMSReports/Corrections/SearchCorrections/#/System/All/?startDate=2021-03-24T00:00:00&endDate=2021-03-24T23:59:59,/Corrections/SearchCorrections/#/System/All/?startDate=2021-03-24T00:00:00&endDate=2021-03-24T23:59:59,N/A,18,6381,1
http://wv00761.build.corp.oncor.com/DMSReports/Corrections/SearchCorrections/#/System/All/?status=1,/Corrections/SearchCorrections/#/System/All/?status=1,N/A,18,6381,1
http://wv00761.build.corp.oncor.com/DMSReports/MWM/ClosedOrder/LongCompletion/#/,/MWM/ClosedOrder/LongCompletion/,/MWM/ClosedOrder/LongCompletion/,0,0,0
http://wv00761.build.corp.oncor.com/DMSReports/MWM/ClosedOrder/Summary/#/,/MWM/ClosedOrder/Summary/,/MWM/ClosedOrder/Summary/,8,0,1
http://wv00761.build.corp.oncor.com/DMSReports/MWM/Crews/ModemStatus/Summary#/,/MWM/Crews/ModemStatus/Summary,/MWM/Crews/ModemStatus/Summary,0,0,0
http://wv00761.build.corp.oncor.com/DMSReports/MWM/OrderDispatch/#/,/MWM/OrderDispatch/,/MWM/OrderDispatch/,4,0,1
http://wv00761.build.corp.oncor.com/DMSReports/MWM/OrderDispatch/Summary/,/MWM/OrderDispatch/Summary/,/MWM/OrderDispatch/Summary/,4,0,1
http://wv00761.build.corp.oncor.com/DMSReports/MWM/OrdersCut/#/,/MWM/OrdersCut/,/MWM/OrdersCut/,0,0,0
http://wv00761.build.corp.oncor.com/DMSReports/MWM/OrderWork/Summary/#/,/MWM/OrderWork/Summary/,/MWM/OrderWork/Summary/,50,0,1
http://wv00761.build.corp.oncor.com/DMSReports/MWM/Support,/MWM/Support,/MWM/Support,99,120,1
http://wv00761.build.corp.oncor.com/DMSReports/MWM/Support/Order,/MWM/Support/Order,/MWM/Support/Order,0,0,0
http://wv00761.build.corp.oncor.com/DMSReports/MWM/Support/OrdersInDispatch/,/MWM/Support/OrdersInDispatch/,/MWM/Support/OrdersInDispatch/,0,0,0
http://wv00761.build.corp.oncor.com/DMSReports/MWM/Support/UnitLookup/,/MWM/Support/UnitLookup/,/MWM/Support/UnitLookup/,31,68,1
http://wv00761.build.corp.oncor.com/DMSReports/MWM/Support/UnitStatus/,/MWM/Support/UnitStatus/,/MWM/Support/UnitStatus/,0,0,0
http://wv00761.build.corp.oncor.com/DMSReports/MWM/Work/ByUnit#/,/MWM/Work/ByUnit,/MWM/Work/ByUnit,127,6,1
http://wv00761.build.corp.oncor.com/DMSReports/MWM/Work/RankByUnit#/,/MWM/Work/RankByUnit,/MWM/Work/RankByUnit,5,0,1
http://wv00761.build.corp.oncor.com/DMSReports/MWM/Work/Summary#/,/MWM/Work/Summary,/MWM/Work/Summary,92,103,1
http://wv00761.build.corp.oncor.com/DMSReports/OMS/Crews/ModemStatus/Summary#/,/OMS/Crews/ModemStatus/Summary,/OMS/Crews/ModemStatus/Summary,0,0,0
http://wv00761.build.corp.oncor.com/DMSReports/OMS/EventBatch,/OMS/EventBatch,/OMS/EventBatch,0,30,1
http://wv00761.build.corp.oncor.com/DMSReports/OMS/Work/ByDay#/,/OMS/Work/ByDay,/OMS/Work/ByDay,0,0,0
http://wv00761.build.corp.oncor.com/DMSReports/OMS/Work/ByUser#/,/OMS/Work/ByUser,/OMS/Work/ByUser,12,29,1
http://wv00761.build.corp.oncor.com/DMSReports/OMS/Work/Summary#/,/OMS/Work/Summary,/OMS/Work/Summary,0,0,0
http://wv00761.build.corp.oncor.com/DMSReports/StormMetrics#/,/StormMetrics,/StormMetrics,26,181,1
http://wv00761.build.corp.oncor.com/DMSReports/UpdatePhone,/UpdatePhone,/UpdatePhone,0,1,1
http://wv00761.build.corp.oncor.com/dmssupport/admin/db_schema_both.htm,admin/db_schema_both.htm,admin/db_schema_both.htm,0,0,0
http://wv00761.build.corp.oncor.com/dmssupport/admin/EDOC%20Console%20Map.pdf,admin/EDOC%20Console%20Map.pdf,admin/EDOC%20Console%20Map.pdf,0,0,0
http://wv00761.build.corp.oncor.com/dmssupport/admin/oms_db_schema_both.htm,admin/oms_db_schema_both.htm,admin/oms_db_schema_both.htm,0,0,0
http://wv00761.build.corp.oncor.com/dmssupport/admin/WDOC%20Console%20Map.pdf,admin/WDOC%20Console%20Map.pdf,admin/WDOC%20Console%20Map.pdf,0,0,0
https://ccbprd.corp.oncor.com:7501/serverPRD/loginPage.jsp,https://ccbprd.corp.oncor.com:7501/serverPRD/loginPage.jsp,N/A,18,6381,1
https://daa-mobile.oncor.com/nwa/r/oncor:esda/home,https://daa-mobile.oncor.com/nwa/r/oncor:esda/home,N/A,18,6381,1
https://doc.oncor.com/#!/login,https://doc.oncor.com/#!/login,N/A,18,6381,1
https://prod-apps.rostermonster.com/oncor/esda/index.html,https://prod-apps.rostermonster.com/oncor/esda/index.html,N/A,18,6381,1
